text,diagnose,ICD,token_text,length
左侧支撑喉镜下声带病损切除术,内镜下声带病损切除术,30.0905,左侧 支撑 喉镜 下声 带病 损 切除术,7
右股骨髁上骨牵引术,股骨髁上牵引,93.4404,右 股骨 髁 上 骨 牵引 术,7
L5-S1后入路腰椎间盘摘除术,腰椎间盘切除术,80.5107,L5 - S1 后入 路 腰椎间盘 摘除术,7
大隐静脉高位结扎+点式剥脱,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 点式 剥脱,7
试产后子宫下段剖宫产术,低位子宫下段剖宫产,74.1x00,试产 后 子宫 下 段 剖宫产 术,7
显微喉镜下左侧声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,显微 喉镜 下 左侧 声带 息肉 切除术,7
经胸骨正中切口胸腺瘤切除术,胸腺病损切除术,07.8101,经 胸骨 正中 切口 胸 腺瘤 切除术,7
胸腔镜下右肺下叶结节楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 右肺 下叶 结节 楔形 切除术,7
支撑喉镜下双侧声带小结摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 小结 摘除术,7
双乳区段切除+术中冰冻,乳房病损局部切除术,85.2100,双乳 区段 切除 + 术 中 冰冻,7
右髋臼周围截骨术后取内固定术,骨盆内固定装置去除术,78.6901,右 髋臼 周围 截骨 术后 取内 固定术,7
左眼小梁切除伴丝裂霉素注入术,小梁切除术伴丝裂霉素注入,12.6404,左眼 小梁 切除 伴 丝裂霉素 注入 术,7
暂时性气管切开术(经皮微创),暂时性气管造口术,31.1x00,暂时性 气管 切开术 ( 经皮 微创 ),7
左上肺胸腔镜下肺楔形切除术,胸腔镜下肺楔形切除术,32.2001,左上 肺 胸腔镜 下 肺 楔形 切除术,7
胸腔镜下右肺上叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,胸腔镜 下 右肺 上 叶 楔形 切除术,7
右后腹腔镜下肾上腺肿瘤切除术,腹腔镜肾上腺病损切除术,07.2102,右 后 腹腔镜 下 肾上腺 肿瘤 切除术,7
胸壁清创缝合术(34.7101),胸壁清创缝合术,34.7101,胸壁 清创 缝合 术 ( 34.7101 ),7
支撑喉镜下双侧声带息肉摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 息肉 摘除术,7
经尿道前列腺电切术(电切法),经尿道前列腺切除术（TURP）,60.2902,经 尿道 前列腺 电切术 ( 电切法 ),7
支撑喉镜下左侧声带囊肿摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左侧 声带 囊肿 摘除术,7
后颅窝开颅四脑室肿瘤切除术,第四脑室病损切除术,01.5907,后颅 窝 开颅 四 脑室 肿瘤 切除术,7
神经内镜下第三脑室底造瘘术,神经内镜第三脑室造口术,02.2202,神经 内镜 下 第三 脑室 底造 瘘术,7
支撑喉镜下左声带肿物切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左 声带 肿物 切除术,7
支撑喉镜右侧声带新生物摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 右侧 声带 新 生物 摘除术,7
右乳区段切除+术中冰冻,乳房病损局部切除术,85.2100,右乳 区段 切除 + 术 中 冰冻,7
右侧甲状腺腺叶切除术+峡部切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 腺叶 切除术 + 峡部 切除术,7
腹腔镜右侧多囊肾去顶减压术,腹腔镜下肾囊肿去顶术,55.0106,腹腔镜 右侧 多囊肾 去 顶 减压 术,7
左侧后腹腔镜下肾上腺肿瘤切除术,腹腔镜肾上腺病损切除术,07.2102,左侧 后 腹腔镜 下 肾上腺 肿瘤 切除术,7
心脏永久起搏器（DDD）植入术,双腔永久起搏器置入术,37.8301,心脏 永久 起搏器 （ DDD ） 植入术,7
硬膜下积液-腹腔分流术,硬膜下腹腔分流术,02.3403,硬膜 下 积液 - 腹腔 分流 术,7
右侧三叉神经半月节热射频治疗术,颅和周围神经的破坏术,04.2x00,右侧 三叉神经 半月 节热 射频 治疗 术,7
球囊扩张椎体后凸成型术,经皮椎体球囊扩张成形术,81.6601,球囊 扩张 椎体 后 凸 成型 术,7
右膝关节镜下游离体取出术,关节镜膝关节游离体取出术,80.1604,右 膝关节 镜下 游离 体 取出 术,7
支撑喉镜下下声带息肉摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 下 声带 息肉 摘除术,7
右足踇趾截趾术,趾截断术,84.1100,右 足 踇 趾 截 趾 术,7
电视喉镜下左声带囊肿摘除术,内镜下声带病损切除术,30.0905,电视 喉镜 下 左 声带 囊肿 摘除术,7
甲状腺右叶切除，左叶大部切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,甲状腺 右叶 切除 ， 左叶 大部 切除术,7
(其他内镜)经蝶窦垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,( 其他 内镜 ) 经蝶窦 垂体瘤 切除术,7
胸腔镜下双侧T3胸交感神经切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 双侧 T3 胸 交感神经 切断术,7
支撑喉镜下左侧声带息肉摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左侧 声带 息肉 摘除术,7
大脑开颅、左额叶脑膜瘤切除术,脑膜病损切除术,01.5106,大脑 开颅 、 左 额叶 脑膜瘤 切除术,7
经膀胱镜双J管取出术,膀胱镜D-J管取出术,97.6402,经 膀胱 镜双 J 管 取出 术,7
内镜下右侧面神经微血管减压术,内镜下面神经微血管减压术,04.4205,内镜 下 右侧 面神经 微血管 减压 术,7
支撑喉镜下喉部肿物活检术,闭合性[内镜]喉活组织检查,31.4300,支撑 喉镜 下 喉部 肿物 活检 术,7
右股骨粗隆间骨折人工股骨头置换术,人工股骨头置换术,81.5201,右 股骨 粗隆间 骨折 人工 股骨头 置换术,7
下胫腓固定螺钉取出术,胫骨和腓骨置入装置去除,78.6700,下 胫 腓 固定 螺钉 取出 术,7
闭合复位股骨近端髓内针内固定术,股骨骨折闭合性复位术伴内固定,79.1500,闭合 复位 股骨 近端 髓内 针内 固定术,7
为肾透析动静脉内瘘成形术,为肾透析，动静脉吻合术,39.2700,为 肾 透析 动静脉 内 瘘 成形术,7
左侧乙状窦后入路听神经瘤切除术,经乙状窦后入路听神经瘤切除术,04.0101,左侧 乙状 窦后 入路 听神经 瘤 切除术,7
左侧侧脑室-腹腔分流管探查术,脑室分流管探查术,02.4102,左侧 侧脑室 - 腹腔 分流管 探查 术,7
支撑喉镜显微镜下声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 显微镜 下 声带 息肉 切除术,7
已行手术胸腔镜下左侧肺大泡切除术,胸腔镜下肺大疱切除术,32.2002,已行 手术 胸腔镜 下 左侧 肺大泡 切除术,7
(右侧)输尿管镜下取异物术,经尿道输尿管/肾盂异物取出术,56.0x01,( 右侧 ) 输尿管 镜下取 异物 术,7
显微支撑喉镜下声带囊肿切除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下 声带 囊肿 切除术,7
左前胸壁结核病灶清除术,胸壁病损切除术,34.4x01,左 前 胸壁 结核病 灶 清除 术,7
为肾透析的静脉插管术,静脉导管插入术，为肾透析,38.9500,为 肾 透析 的 静脉 插管 术,7
膀胱镜下拔DJ管术（双侧）,膀胱镜D-J管取出术,97.6402,膀胱 镜下拔 DJ 管术 （ 双侧 ）,7
尿道下裂修复术（duplay）,尿道下裂修补术,58.4502,尿道 下裂 修复 术 （ duplay ）,7
输尿管镜下钳夹取石术（左）,经尿道输尿管/肾盂取石术,56.0x02,输尿管 镜下 钳夹 取石术 （ 左 ）,7
右肩胛骨骨折切开复位内固定,肩胛骨骨折切开复位内固定术,79.3902,右 肩胛骨 骨折 切开 复位 内 固定,7
头静脉-桡动脉内瘘吻合术,为肾透析，动静脉吻合术,39.2700,头 静脉 - 桡动脉 内 瘘 吻合术,7
右侧全髋关节置换术（强生）,全髋关节置换,81.5100,右侧 全 髋关节 置换术 （ 强生 ）,7
右侧人工股骨头置换术（Depuy）,人工股骨头置换术,81.5201,右侧 人工 股骨头 置换术 （ Depuy ）,7
后颅窝开颅四脑室占位切除术,第四脑室病损切除术,01.5907,后颅 窝 开颅 四 脑室 占位 切除术,7
甲状腺癌改良根治术（甲状腺全切）,甲状腺全部切除术,06.4x00,甲状腺癌 改良 根治术 （ 甲状腺 全切 ）,7
腰骶神经炎电流导管射频消融术,颅和周围神经的破坏术,04.2x00,腰 骶 神经炎 电流 导管 射频 消融术,7
慢性硬脑膜下血肿钻孔术,硬脑膜下钻孔引流术,01.3108,慢性 硬 脑膜 下 血肿 钻孔 术,7
腹腔镜辅助下阴式全子宫切除术,腹腔镜辅助阴道子宫切除术(LAVH),68.5100,腹腔镜 辅助 下 阴式 全 子宫 切除术,7
经尿道前列腺钬激光剜除术,经尿道(超声)激光诱导前列腺切除术(TULIP),60.2100,经 尿道 前列腺 钬 激光 剜除 术,7
支撑喉镜下双声带新生物摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双声带 新 生物 摘除术,7
右侧人工股骨头置换术（蒙太因）,人工股骨头置换术,81.5201,右侧 人工 股骨头 置换术 （ 蒙太因 ）,7
右锁骨骨折切开复位植骨内固定,锁骨骨折切开复位内固定术,79.3904,右 锁骨 骨折 切开 复位 植骨内 固定,7
左后腹腔镜下肾上腺肿瘤切除术,腹腔镜肾上腺病损切除术,07.2102,左 后 腹腔镜 下 肾上腺 肿瘤 切除术,7
支撑喉镜下双侧声带肿物切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 肿物 切除术,7
右侧乙状窦后入路听神经鞘瘤切除术,经乙状窦后入路听神经瘤切除术,04.0101,右侧 乙状 窦后 入路 听神经 鞘瘤 切除术,7
支撑喉镜下声带肿物活检术,内镜下声带活组织检查术,31.4301,支撑 喉镜 下 声带 肿物 活检 术,7
左基底节区脑内血肿清除术,脑血肿切开引流术,01.3910,左 基底节 区脑 内 血肿 清除 术,7
腹腔镜下右侧肾上腺嗜铬细胞瘤切除术,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 下 右侧 肾上腺 嗜铬细胞 瘤 切除术,7
宫腔镜下子宫粘膜下肌瘤电切术,子宫肌瘤切除术,68.2901,宫腔镜 下 子宫 粘膜 下 肌瘤 电切术,7
支撑喉镜下左侧声带囊肿切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左侧 声带 囊肿 切除术,7
神经导航下侧脑室腹腔分流术,侧脑室腹腔内分流术,02.3401,神经 导航 下 侧脑室 腹腔 分流 术,7
左枕下-乙状窦后入路肿瘤切除术,脑病损切除术,01.5901,左枕下 - 乙状 窦后 入路 肿瘤 切除术,7
腰椎间盘造影术（L4/5）,椎间盘造影,87.2101,腰椎间盘 造影术 （ L4 / 5 ）,7
股骨骨折闭合复位髓内针内固定术,股骨骨折闭合性复位术伴内固定,79.1500,股骨 骨折 闭合 复位 髓内 针内 固定术,7
经鼻-蝶入路垂体腺瘤切除术,经蝶骨垂体病损切除术,07.6201,经鼻 - 蝶入 路 垂体 腺瘤 切除术,7
床旁锥颅，右侧脑室外引流术,颅外脑室分流术,02.3,床 旁锥颅 ， 右侧 脑室 外 引流术,7
后颅窝开颅左侧听神经瘤切除术,听神经瘤切除术,04.0100,后颅 窝 开颅 左侧 听神经 瘤 切除术,7
腹腔镜胆囊切除术气腹压：14mmHg,腹腔镜下胆囊切除术,51.2300,腹腔镜 胆囊 切除术 气腹 压 ： 14mmHg,7
内镜辅助右侧三叉神经痛微血管减压术,内镜下三叉神经微血管减压术,04.4102,内镜 辅助 右侧 三叉神经痛 微血管 减压 术,7
输尿管镜钳夹取石术（右）,经尿道输尿管/肾盂取石术,56.0x02,输尿管 镜 钳夹 取石术 （ 右 ）,7
显微喉镜下双侧声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,显微 喉镜 下 双侧 声带 息肉 切除术,7
鼻内镜下左侧脑脊液鼻漏修补术,内镜下脑脊液鼻漏修补术,02.1208,鼻 内镜 下 左侧 脑脊液 鼻漏 修补术,7
左大腿髁上截肢术。,大腿截断术,84.1701,左 大腿 髁 上 截肢 术 。,7
右孟氏骨折术后内固定取出术,尺骨内固定装置去除术,78.6303,右孟氏 骨折 术后 内 固定 取出 术,7
经腹LS左肾输尿管全长切除术,腹腔镜下单侧肾输尿管切除术,55.5104,经腹 LS 左 肾 输尿管 全长 切除术,7
后腹腔镜下左肾上腺肿瘤切除术,腹腔镜肾上腺病损切除术,07.2102,后 腹腔镜 下 左 肾上腺 肿瘤 切除术,7
胸腔镜辅助右肺上叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,胸腔镜 辅助 右肺 上 叶 楔形 切除术,7
经支撑喉镜左声带肿物切除术,内镜下声带病损切除术,30.0905,经 支撑 喉镜 左 声带 肿物 切除术,7
经右胸胸腔镜下纵隔病损切除术,胸腔镜下纵隔病损切除术,34.3x04,经右 胸 胸腔镜 下 纵隔 病损 切除术,7
左侧乙状窦后入路岩尖脑膜瘤切除术,脑膜病损切除术,01.5106,左侧 乙状 窦后 入路 岩尖 脑膜瘤 切除术,7
右颞顶硬膜外血肿清除术,颅内血肿清除术,01.2408,右 颞 顶 硬膜外 血肿 清除 术,7
双侧支撑喉镜下声带结节切除术,内镜下声带病损切除术,30.0905,双侧 支撑 喉镜 下 声带 结节 切除术,7
右侧支撑喉镜下声带息肉切除术,内镜下声带病损切除术,30.0905,右侧 支撑 喉镜 下 声带 息肉 切除术,7
腹腔镜右输尿管上段切开取石,腹腔镜下输尿管切开取石术,56.2x04,腹腔镜 右 输尿管 上 段 切开 取石,7
下胫腓联合螺钉取出术,胫骨和腓骨置入装置去除,78.6700,下 胫 腓 联合 螺钉 取出 术,7
右踝关节骨折切开复位内固定术,踝关节骨折切开复位内固定术,79.3603,右 踝关节 骨折 切开 复位 内 固定术,7
后正中入路寰枕减压术,环枕减压术,01.2404,后 正中 入路 寰 枕 减压 术,7
左侧脑室Ommaya囊置入外引流术,脑室Ommaya泵置入术,02.2204,左侧 脑室 Ommaya 囊 置入 外 引流术,7
大脑开颅左侧蝶骨嵴脑膜瘤切除术,脑膜病损切除术,01.5106,大脑 开颅 左侧 蝶骨 嵴 脑膜瘤 切除术,7
床旁锥颅，右侧脑室穿刺引流术,脑池穿刺,01.0100,床 旁锥颅 ， 右侧 脑室 穿刺 引流术,7
输尿管镜下碎石术（软镜）,经尿道输尿管和肾盂梗阻去除,56.0x00,输尿管 镜下 碎石 术 （ 软镜 ）,7
经右单鼻腔-蝶窦入路垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,经右单 鼻腔 - 蝶 窦入路 垂体瘤 切除术,7
显微喉镜下右侧声带囊肿切除术,支撑喉镜下声带显微缝合术,30.0910,显微 喉镜 下 右侧 声带 囊肿 切除术,7
支撑喉显微镜下声带息肉摘除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉 显微镜 下 声带 息肉 摘除术,7
腹腔镜肾上腺瘤切除术（左）,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 肾上腺 瘤 切除术 （ 左 ）,7
支撑喉镜下左侧声带白斑切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左侧 声带 白斑 切除术,7
锁骨骨折切开复位钢板内固定,锁骨骨折切开复位内固定术,79.3904,锁骨 骨折 切开 复位 钢板 内 固定,7
支撑喉镜下声带息肉激光切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 声带 息肉 激光 切除术,7
顺产接生术，会阴裂伤缝合术,会阴裂伤缝合术,71.7102,顺产 接生术 ， 会阴 裂伤 缝合 术,7
胸腔镜下右上肺结节楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下右 上 肺 结节 楔形 切除术,7
左侧颧骨颧弓骨折切开复位术,颧骨骨折开放性复位术,76.7200,左侧 颧骨 颧弓 骨折 切开 复位 术,7
腰后路间盘镜下髓核摘除术,内镜下腰椎髓核切除术,80.5111,腰 后路 间 盘镜 下髓 核 摘除术,7
双侧支撑喉镜下声带息肉切除术,内镜下声带病损切除术,30.0905,双侧 支撑 喉镜 下 声带 息肉 切除术,7
后正中入路四脑室占位切除术,第四脑室病损切除术,01.5907,后 正中 入路 四 脑室 占位 切除术,7
左甲状腺腺叶切除+峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左 甲状腺 腺叶 切除 + 峡部 切除术,7
胸腔镜下左下肺结节楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 左下 肺 结节 楔形 切除术,7
右胫骨术后内固定取出术,胫骨内固定装置去除术,78.6701,右 胫骨 术后 内 固定 取出 术,7
腹腔镜辅助下脑室腹腔分流术,腹腔镜下脑室腹腔分流术,02.3405,腹腔镜 辅助 下 脑室 腹腔 分流 术,7
支撑喉镜下右侧声带肿物切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 右侧 声带 肿物 切除术,7
支撑喉镜下会厌囊肿切除术。,内镜下会厌病损切除术,30.0903,支撑 喉镜 下 会厌 囊肿 切除术 。,7
右侧人工耳蜗植入术（CI512）,人工耳蜗置入术,20.9601,右侧 人工 耳蜗 植入术 （ CI512 ）,7
左侧颈内动脉动脉瘤介入栓塞术,头和颈部血管内修补或闭合,39.7200,左侧 颈内 动脉 动脉瘤 介入 栓塞 术,7
左桡骨远端骨折术后取内固定术,桡骨内固定装置去除术,78.6301,左 桡骨 远端 骨折 术后 取内 固定术,7
支撑喉镜下会厌囊肿激光切除术,内镜下会厌病损激光切除术,30.0904,支撑 喉镜 下 会厌 囊肿 激光 切除术,7
支撑喉镜下双侧声带病变切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 病变 切除术,7
左锁骨骨折内固定拆除术,锁骨内固定装置去除术,78.6103,左 锁骨 骨折 内 固定 拆除 术,7
多囊肾右肾囊肿去顶减压术,肾囊肿去顶术,55.0105,多囊肾 右 肾囊肿 去 顶 减压 术,7
电子喉镜下声带新生物摘除术,内镜下声带病损切除术,30.0905,电子 喉镜 下 声带 新 生物 摘除术,7
支撑喉镜下左侧喉肿物切除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下 左侧 喉 肿物 切除术,7
鼻内窥镜下鼻中隔粘膜下切除术,鼻中隔粘膜下切除术,21.5,鼻 内窥镜 下 鼻中隔 粘膜 下 切除术,7
经右胸微创室间隔缺损封堵术,室间隔缺损闭式封堵术,35.5501,经右 胸 微创 室间隔 缺损 封堵 术,7
双侧支撑喉镜下声带病损切除术,内镜下声带病损切除术,30.0905,双侧 支撑 喉镜 下声 带病 损 切除术,7
右眼玻璃体腔注药（康柏西普）,玻璃体药物注射术,14.7903,右眼 玻璃 体腔 注药 （ 康柏西普 ）,7
右下肢静脉畸形栓塞硬化注射,静脉注射硬化药,39.9200,右 下肢 静脉 畸形 栓塞 硬化 注射,7
大脑开颅、左额叶肿瘤切除术,额叶病损切除术,01.5909,大脑 开颅 、 左 额叶 肿瘤 切除术,7
尿道下裂修复术（MAGPI）,尿道下裂修补术,58.4502,尿道 下裂 修复 术 （ MAGPI ）,7
脊柱侧弯术后内固定取出术,脊柱内固定装置去除术,78.6907,脊柱 侧弯 术后 内 固定 取出 术,7
右大隐静脉高位结扎分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,右大隐 静脉 高位 结扎 分段 剥脱 术,7
右侧外翻式颈动脉内膜斑块切除术,颈动脉内膜切除术,38.1201,右侧 外翻 式 颈动脉 内膜 斑块 切除术,7
左肩锁关节脱位切开复位内固定,肩锁关节脱位切开复位内固定术,79.8903,左肩锁 关节 脱位 切开 复位 内 固定,7
腔镜下右侧甲状腺包块切除术。,腔镜下甲状腺病损切除术,06.3101,腔镜 下 右侧 甲状腺 包块 切除术 。,7
前交通动脉瘤显微夹闭术。,前交通动脉瘤夹闭术,39.5107,前 交通 动脉瘤 显微 夹 闭术 。,7
显微支撑喉镜下声带肿物切除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下 声带 肿物 切除术,7
立体定向颅内囊性肿瘤穿刺引流术,颅内穿刺引流术,01.0901,立体 定向 颅内 囊性 肿瘤 穿刺 引流术,7
胸腔镜辅助下右下肺叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,胸腔镜 辅助 下右 下 肺叶 楔形 切除术,7
显微支撑喉镜下双声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下 双声带 息肉 切除术,7
神经内镜下经鼻蝶入路鞍区占位切除术,鞍区病损切除术,01.5902,神经 内镜 下经 鼻蝶入 路鞍区 占位 切除术,7
支撑喉镜下显微声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 下 显微 声带 息肉 切除术,7
支撑喉镜下左声带囊肿切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左 声带 囊肿 切除术,7
右侧三叉神经后根切断术（射频）,切断三叉神经,04.0200,右侧 三叉神经 后根 切断术 （ 射频 ）,7
腰椎神经根脉冲热凝射频术,颅和周围神经的破坏术,04.2x00,腰椎 神经 根 脉冲 热凝 射频 术,7
右下胫腓联合螺钉取出术,胫骨和腓骨置入装置去除,78.6700,右下 胫 腓 联合 螺钉 取出 术,7
右全膝置换术（施乐辉）,全部膝关节置换,81.5400,右全 膝 置换术 （ 施乐 辉 ）,7
胸交感神经切除术(胸腔镜下),胸腔镜下交感神经切断术,05.0x01,胸 交感神经 切除术 ( 胸腔镜 下 ),7
支撑喉镜下右侧声带囊肿切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 右侧 声带 囊肿 切除术,7
支撑喉镜下会厌新生物切除术,内镜下会厌病损切除术,30.0903,支撑 喉镜 下 会厌 新 生物 切除术,7
大脑开颅左侧额叶占位性病变切除术,额叶病损切除术,01.5909,大脑 开颅 左侧 额叶 占位性 病变 切除术,7
主要手术名称左侧睾丸下降固定术,睾丸固定术,62.5x00,主要 手术 名称 左侧 睾丸 下降 固定术,7
显微镜下左侧面神经微血管减压术,面神经微血管减压术,04.4204,显微镜 下 左侧 面神经 微血管 减压 术,7
全麻下行室间隔缺损介入封堵术,室间隔缺损闭式封堵术,35.5501,全麻 下行 室间隔 缺损 介入 封堵 术,7
大隐静脉高位结扎+剥脱术,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 剥脱 术,7
左甲状腺全切除术+峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左 甲状腺 全 切除术 + 峡部 切除术,7
鼻内镜下鼻骨骨折复位术,鼻骨折闭合性复位术,21.7100,鼻 内镜 下 鼻骨 骨折 复位 术,7
双侧支撑喉镜下会厌囊肿切除术,内镜下会厌病损切除术,30.0903,双侧 支撑 喉镜 下 会厌 囊肿 切除术,7
胸腔镜下左肺结节楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 左 肺 结节 楔形 切除术,7
右侧甲状腺切除伴左叶部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 切除 伴 左叶 部分 切除术,7
皮肤和皮下坏死组织切除清创术,皮肤伤口切除性清创术,86.2201,皮肤 和 皮下 坏死 组织 切除 清创术,7
硬脑膜动静脉瘘介入栓塞术,动静脉瘘栓塞术,39.5301,硬 脑膜 动静脉 瘘 介入 栓塞 术,7
下颌骨钛板钛钉取出术,下颌骨内固定装置取出术,76.9701,下颌骨 钛 板 钛 钉 取出 术,7
VATS辅助下右下肺叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,VATS 辅助 下右 下 肺叶 楔形 切除术,7
支撑喉镜下右侧声带肿物摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 右侧 声带 肿物 摘除术,7
左全髋关节置换术（捷迈公司）,全髋关节置换,81.5100,左全 髋关节 置换术 （ 捷迈 公司 ）,7
CT引导下内脏神经毁损术,颅和周围神经的破坏术,04.2x00,CT 引导 下 内脏 神经 毁损 术,7
经尿道前列腺绿激光汽化术,经尿道(超声)激光诱导前列腺切除术(TULIP),60.2100,经 尿道 前列腺 绿 激光 汽化 术,7
胸腔镜下右肺下叶病变局部切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 右肺 下叶 病变 局部 切除术,7
支撑喉镜下右声带肿物活检术,内镜下声带活组织检查术,31.4301,支撑 喉镜 下右 声带 肿物 活检 术,7
左全髋置换术（施乐辉）,全髋关节置换,81.5100,左全 髋 置换术 （ 施乐 辉 ）,7
支撑喉镜下喉部新生物摘除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下 喉部 新 生物 摘除术,7
甲状腺左叶切除，右叶次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,甲状腺 左叶 切除 ， 右叶次 全 切除术,7
支撑喉镜下右侧声带息肉摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 右侧 声带 息肉 摘除术,7
大脑开颅、右额叶胶质瘤切除术,额叶病损切除术,01.5909,大脑 开颅 、 右 额叶 胶质瘤 切除术,7
L2椎体骨折切开复位内固定术,腰椎骨折切开复位内固定术,03.5305,L2 椎体 骨折 切开 复位 内 固定术,7
胸骨正中劈开，纵隔肿瘤切除术,纵隔病损切除术,34.3x02,胸骨 正中 劈开 ， 纵隔 肿瘤 切除术,7
胸腔镜下右肺下叶肿物楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 右肺 下叶 肿物 楔形 切除术,7
右侧桡动脉-头静脉端侧吻合术,为肾透析，动静脉吻合术,39.2700,右侧 桡动脉 - 头 静脉 端侧 吻合术,7
经支撑喉镜下声带息肉切除术,内镜下声带病损切除术,30.0905,经 支撑 喉镜 下 声带 息肉 切除术,7
左侧锁骨骨折切开复位内固定术,锁骨骨折切开复位内固定术,79.3904,左侧 锁骨 骨折 切开 复位 内 固定术,7
微创经右胸房间隔缺损封堵术,房间隔缺损闭式封堵术,35.5201,微创 经右 胸 房间隔 缺损 封堵 术,7
硬膜外自体血脑脊液漏介入修补术,脑脊液漏修补术,02.1203,硬膜外 自体 血 脑脊液 漏 介入 修补术,7
胸乳入路腔镜下双侧甲状腺全切除术,甲状腺全部切除术,06.4x00,胸乳入 路腔镜 下 双侧 甲状腺 全 切除术,7
经颈静脉下腔静脉滤器置入术,下腔静脉滤器置入术,38.7x04,经 颈静脉 下腔 静脉 滤器 置入 术,7
支撑喉镜CO2激光声带息肉切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 CO2 激光 声带 息肉 切除术,7
电视喉镜下右侧声带息肉摘除术,内镜下声带病损切除术,30.0905,电视 喉镜 下 右侧 声带 息肉 摘除术,7
显微支撑就激光声带息肉摘除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 就 激光 声带 息肉 摘除术,7
支撑喉镜下右侧喉新生物切除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下 右侧 喉新 生物 切除术,7
支撑喉镜内窥镜下声带肿物切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 内窥镜 下 声带 肿物 切除术,7
支撑喉镜下双侧声带白斑摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 白斑 摘除术,7
颅内血肿微创穿刺血肿清除术,颅内穿刺引流术,01.0901,颅内 血肿 微创 穿刺 血肿 清除 术,7
左侧膝关节半月板损伤膝关节镜检术,关节镜膝关节检查,80.2600,左侧 膝关节 半月板 损伤 膝关节 镜检 术,7
左第I、II趾截趾术,趾截断术,84.1100,左 第 I 、 II 趾 截趾术,7
右小指末节伸指肌腱缝合术,手部伸肌腱缝合术,82.4501,右 小指 末节 伸指 肌腱 缝合 术,7
胸12、腰1椎体成形术,经皮椎骨成形术,81.6500,胸 12 、 腰 1 椎体 成形术,7
